Data;Tipo;Subtipo;Categoria;Item;Valor;Observação
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção do Sistema Acadêmico;R$ 3.073,05;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Outras Despesas Operacionais;R$ 3.000,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 52,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 156,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 561,60;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Copiadora;R$ 364,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Ar Condicionado;R$ 2.000,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Manutenção de Computadores;R$ 1.300,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Higiene e Limpeza;R$ 2.600,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 2.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Informática;R$ 620,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 500,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 6.500,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Expediente e Escritório;R$ 2.000,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 500,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 1.500,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Elétrico e Hidráulico;R$ 300,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 500,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material de Lanche, Água e Café;R$ 1.870,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 5.300,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.800,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.700,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Material para Uso e Consumo;R$ 1.900,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 24.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 34.000,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 13.000,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Móveis e Utensílios;R$ 2.000,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 40.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 73.000,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 11.000,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 8.000,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Reforma Geral;R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Ronda e Monitoramento;R$ 300,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 10.400,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 12.500,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Operacionais;Serviços Diversos;R$ 3.100,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 2.700,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 800,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento e Recepção dos Professores (Lanche);R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 1.500,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Recepção dos Alunos;R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Manutenção da Rádio Pod Cooperar;R$ 300,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
